"period_id";"date";"type"
17347;"22_09_2018";"c"
9000;"23_09_2018";"c"
24345;"24_09_2018";"a"
21863;"25_09_2018";"d"
5065;"26_09_2018";"d"
21248;"27_09_2018";"c"
18702;"28_09_2018";"a"
26122;"29_09_2018";"d"
27791;"30_09_2018";"b"
20410;"01_10_2018";"b"
9668;"02_10_2018";"b"
8344;"03_10_2018";"b"
9293;"04_10_2018";"b"
23529;"05_10_2018";"b"
22544;"06_10_2018";"d"
9749;"07_10_2018";"c"
25927;"08_10_2018";"d"
10736;"09_10_2018";"b"
20641;"10_10_2018";"b"
28398;"11_10_2018";"b"
13963;"12_10_2018";"a"
20675;"13_10_2018";"d"
25107;"14_10_2018";"b"
22893;"15_10_2018";"a"
3176;"16_10_2018";"b"
20879;"17_10_2018";"b"
1608;"18_10_2018";"d"
12082;"19_10_2018";"d"
8341;"20_10_2018";"a"
10375;"21_10_2018";"c"
20491;"22_10_2018";"a"
275;"23_10_2018";"b"
4868;"24_10_2018";"a"
7527;"25_10_2018";"b"
19448;"26_10_2018";"a"
6634;"27_10_2018";"d"
25897;"28_10_2018";"c"
2201;"29_10_2018";"a"
26398;"30_10_2018";"a"
7015;"31_10_2018";"a"
8934;"01_11_2018";"d"
18675;"02_11_2018";"c"
14218;"03_11_2018";"c"
10986;"04_11_2018";"d"
12341;"05_11_2018";"d"
14933;"06_11_2018";"c"
11014;"07_11_2018";"b"
14482;"08_11_2018";"c"
6066;"09_11_2018";"c"
25048;"10_11_2018";"b"
22958;"11_11_2018";"b"
23210;"12_11_2018";"a"
14296;"13_11_2018";"a"
6763;"14_11_2018";"b"
16363;"15_11_2018";"d"
22446;"16_11_2018";"d"
28404;"17_11_2018";"b"
22409;"18_11_2018";"b"
7100;"19_11_2018";"c"
23531;"20_11_2018";"b"
22304;"21_11_2018";"a"
23841;"22_11_2018";"a"
19765;"23_11_2018";"d"
11474;"24_11_2018";"c"
6330;"25_11_2018";"a"
9675;"26_11_2018";"b"
15550;"27_11_2018";"b"
11374;"28_11_2018";"a"
10335;"29_11_2018";"b"
24888;"30_11_2018";"c"
7420;"01_12_2018";"c"
7733;"02_12_2018";"d"
14118;"03_12_2018";"b"
24440;"04_12_2018";"b"
24758;"05_12_2018";"d"
9924;"06_12_2018";"b"
17139;"07_12_2018";"c"
12097;"08_12_2018";"d"
12970;"09_12_2018";"d"
21079;"10_12_2018";"b"
3444;"11_12_2018";"c"
26773;"12_12_2018";"b"
1721;"13_12_2018";"b"
15564;"14_12_2018";"c"
25546;"15_12_2018";"b"
5272;"16_12_2018";"a"
19434;"17_12_2018";"d"
22579;"18_12_2018";"d"
16585;"19_12_2018";"b"
26575;"20_12_2018";"c"
3397;"21_12_2018";"d"
5753;"22_12_2018";"c"
26285;"23_12_2018";"b"
20887;"24_12_2018";"d"
12448;"25_12_2018";"c"
20600;"26_12_2018";"a"
25447;"27_12_2018";"b"
14349;"28_12_2018";"b"
29490;"29_12_2018";"c"
10710;"30_12_2018";"d"
11692;"31_12_2018";"d"
17105;"01_01_2019";"a"
3311;"02_01_2019";"c"
9202;"03_01_2019";"a"
3639;"04_01_2019";"d"
3888;"05_01_2019";"b"
11394;"06_01_2019";"b"
11880;"07_01_2019";"a"
27214;"08_01_2019";"c"
9837;"09_01_2019";"b"
15983;"10_01_2019";"a"
22530;"11_01_2019";"d"
19267;"12_01_2019";"d"
8353;"13_01_2019";"c"
16399;"14_01_2019";"a"
5718;"15_01_2019";"c"
4947;"16_01_2019";"c"
2832;"17_01_2019";"d"
661;"18_01_2019";"c"
20345;"19_01_2019";"a"
22090;"20_01_2019";"b"
13003;"21_01_2019";"c"
19563;"22_01_2019";"c"
10628;"23_01_2019";"a"
27140;"24_01_2019";"d"
5568;"25_01_2019";"d"
28685;"26_01_2019";"d"
15691;"27_01_2019";"b"
10597;"28_01_2019";"d"
26897;"29_01_2019";"a"
7443;"30_01_2019";"c"
18725;"31_01_2019";"a"
13514;"01_02_2019";"a"
17230;"02_02_2019";"b"
24181;"03_02_2019";"c"
8561;"04_02_2019";"a"
23924;"05_02_2019";"c"
8765;"06_02_2019";"d"
27553;"07_02_2019";"c"
23192;"08_02_2019";"d"
8830;"09_02_2019";"a"
13357;"10_02_2019";"a"
11258;"11_02_2019";"c"
16086;"12_02_2019";"a"
28702;"13_02_2019";"d"
26176;"14_02_2019";"a"
4602;"15_02_2019";"d"
12594;"16_02_2019";"b"
26145;"17_02_2019";"c"
15150;"18_02_2019";"a"
978;"19_02_2019";"c"
25207;"20_02_2019";"b"
15523;"21_02_2019";"b"
26882;"22_02_2019";"d"
24786;"23_02_2019";"a"
11377;"24_02_2019";"a"
17493;"25_02_2019";"d"
23457;"26_02_2019";"d"
14513;"27_02_2019";"b"
1585;"28_02_2019";"d"
23532;"01_03_2019";"d"
20099;"02_03_2019";"b"
12144;"03_03_2019";"b"
29625;"04_03_2019";"c"
25379;"05_03_2019";"d"
6792;"06_03_2019";"a"
21973;"07_03_2019";"a"
14804;"08_03_2019";"b"
1260;"09_03_2019";"c"
3959;"10_03_2019";"a"
20176;"11_03_2019";"a"
16644;"12_03_2019";"b"
21769;"13_03_2019";"a"
1768;"14_03_2019";"d"
2431;"15_03_2019";"a"
18421;"16_03_2019";"d"
3447;"17_03_2019";"c"
18695;"18_03_2019";"a"
3028;"19_03_2019";"d"
24392;"20_03_2019";"d"
17202;"21_03_2019";"b"
21464;"22_03_2019";"b"
21760;"23_03_2019";"a"
23545;"24_03_2019";"b"
10730;"25_03_2019";"a"
555;"26_03_2019";"d"
22195;"27_03_2019";"d"
29369;"28_03_2019";"b"
20461;"29_03_2019";"d"
2593;"30_03_2019";"a"
26027;"31_03_2019";"a"
19139;"01_04_2019";"c"
19996;"02_04_2019";"b"
19728;"03_04_2019";"a"
8295;"04_04_2019";"a"
14929;"05_04_2019";"a"
858;"06_04_2019";"d"
29832;"07_04_2019";"c"
17056;"08_04_2019";"c"
24290;"09_04_2019";"a"
16981;"10_04_2019";"b"
8286;"11_04_2019";"c"
18984;"12_04_2019";"b"
822;"13_04_2019";"c"
24514;"14_04_2019";"d"
1057;"15_04_2019";"a"
20768;"16_04_2019";"c"
27800;"17_04_2019";"c"
9158;"18_04_2019";"a"
19337;"19_04_2019";"d"
26546;"20_04_2019";"c"
10923;"21_04_2019";"b"
26816;"22_04_2019";"c"
16719;"23_04_2019";"b"
24558;"24_04_2019";"d"
3703;"25_04_2019";"b"
22396;"26_04_2019";"b"
29438;"27_04_2019";"c"
15418;"28_04_2019";"d"
25461;"29_04_2019";"c"
22293;"30_04_2019";"b"
17737;"01_05_2019";"a"
19596;"02_05_2019";"c"
8390;"03_05_2019";"d"
12296;"04_05_2019";"a"
17597;"05_05_2019";"a"
21986;"06_05_2019";"a"
3785;"07_05_2019";"a"
7265;"08_05_2019";"d"
28196;"09_05_2019";"a"
16693;"10_05_2019";"a"
2416;"11_05_2019";"d"
20771;"12_05_2019";"c"
9023;"13_05_2019";"d"
20255;"14_05_2019";"a"
2111;"15_05_2019";"a"
15820;"16_05_2019";"a"
8251;"17_05_2019";"b"
6848;"18_05_2019";"c"
21778;"19_05_2019";"c"
17548;"20_05_2019";"a"
2112;"21_05_2019";"d"
3598;"22_05_2019";"d"
28257;"23_05_2019";"c"
11344;"24_05_2019";"c"
20509;"25_05_2019";"d"
5787;"26_05_2019";"b"
16915;"27_05_2019";"c"
23705;"28_05_2019";"d"
19694;"29_05_2019";"a"
13624;"30_05_2019";"a"
21583;"31_05_2019";"b"
26499;"01_06_2019";"b"
28658;"02_06_2019";"d"
5404;"03_06_2019";"b"
23432;"04_06_2019";"a"
5349;"05_06_2019";"d"
9556;"06_06_2019";"a"
11365;"07_06_2019";"a"
24827;"08_06_2019";"b"
21381;"09_06_2019";"b"
28770;"10_06_2019";"a"
11905;"11_06_2019";"d"
29212;"12_06_2019";"d"
25850;"13_06_2019";"d"
27786;"14_06_2019";"c"
24952;"15_06_2019";"c"
219;"16_06_2019";"c"
19079;"17_06_2019";"d"
28304;"18_06_2019";"c"
27613;"19_06_2019";"a"
14387;"20_06_2019";"c"
27375;"21_06_2019";"d"
25433;"22_06_2019";"a"
19597;"23_06_2019";"a"
15327;"24_06_2019";"b"
21247;"25_06_2019";"d"
11426;"26_06_2019";"d"
14681;"27_06_2019";"d"
7812;"28_06_2019";"c"
18332;"29_06_2019";"b"
15443;"30_06_2019";"d"
25545;"01_07_2019";"d"
3280;"02_07_2019";"a"
26605;"03_07_2019";"c"
18724;"04_07_2019";"a"
528;"05_07_2019";"d"
20869;"06_07_2019";"d"
15112;"07_07_2019";"b"
5609;"08_07_2019";"b"
19140;"09_07_2019";"d"
11728;"10_07_2019";"d"
27814;"11_07_2019";"a"
4950;"12_07_2019";"d"
16008;"13_07_2019";"b"
12752;"14_07_2019";"b"
6980;"15_07_2019";"c"
1976;"16_07_2019";"b"
5972;"17_07_2019";"a"
3693;"18_07_2019";"b"
13767;"19_07_2019";"d"
27773;"20_07_2019";"a"
17600;"21_07_2019";"d"
11730;"22_07_2019";"d"
15196;"23_07_2019";"d"
12411;"24_07_2019";"c"
17412;"25_07_2019";"c"
29971;"26_07_2019";"c"
21953;"27_07_2019";"b"
2117;"28_07_2019";"c"
20743;"29_07_2019";"b"
22359;"30_07_2019";"c"
5111;"31_07_2019";"d"
16708;"01_08_2019";"a"
22333;"02_08_2019";"d"
130;"03_08_2019";"d"
5818;"04_08_2019";"a"
4029;"05_08_2019";"c"
17101;"06_08_2019";"b"
18944;"07_08_2019";"b"
22185;"08_08_2019";"b"
21516;"09_08_2019";"a"
19706;"10_08_2019";"d"
17638;"11_08_2019";"c"
10231;"12_08_2019";"c"
19903;"13_08_2019";"c"
3494;"14_08_2019";"a"
16220;"15_08_2019";"c"
15314;"16_08_2019";"d"
12744;"17_08_2019";"d"
8707;"18_08_2019";"d"
27042;"19_08_2019";"d"
20138;"20_08_2019";"c"
9116;"21_08_2019";"b"
17073;"22_08_2019";"a"
24271;"23_08_2019";"c"
13946;"24_08_2019";"b"
25821;"25_08_2019";"a"
16995;"26_08_2019";"d"
17782;"27_08_2019";"d"
16057;"28_08_2019";"b"
1900;"29_08_2019";"c"
25956;"30_08_2019";"c"
2460;"31_08_2019";"c"
1616;"01_09_2019";"c"
16641;"02_09_2019";"b"
5566;"03_09_2019";"c"
2720;"04_09_2019";"c"
11560;"05_09_2019";"d"
23550;"06_09_2019";"a"
24233;"07_09_2019";"c"
17226;"08_09_2019";"a"
27676;"09_09_2019";"d"
3305;"10_09_2019";"d"
16860;"11_09_2019";"c"
7382;"12_09_2019";"c"
12223;"13_09_2019";"a"
12415;"14_09_2019";"b"
18494;"15_09_2019";"c"
25240;"16_09_2019";"d"
14523;"17_09_2019";"d"
12093;"18_09_2019";"c"
22527;"19_09_2019";"d"
9929;"20_09_2019";"d"
22945;"21_09_2019";"c"
27743;"22_09_2019";"b"
425;"23_09_2019";"d"
3776;"24_09_2019";"d"
17372;"25_09_2019";"a"
4495;"26_09_2019";"b"
18679;"27_09_2019";"c"
19592;"28_09_2019";"a"
19621;"29_09_2019";"d"
15128;"30_09_2019";"a"
4015;"01_10_2019";"b"
29982;"02_10_2019";"b"
3122;"03_10_2019";"a"
18551;"04_10_2019";"a"
18740;"05_10_2019";"d"
16342;"06_10_2019";"a"
13987;"07_10_2019";"c"
23759;"08_10_2019";"b"
27858;"09_10_2019";"d"
14283;"10_10_2019";"a"
28721;"11_10_2019";"a"
26037;"12_10_2019";"c"
18553;"13_10_2019";"a"
7174;"14_10_2019";"b"
351;"15_10_2019";"a"
20707;"16_10_2019";"a"
23868;"17_10_2019";"a"
27741;"18_10_2019";"c"
10287;"19_10_2019";"c"
26582;"20_10_2019";"b"
8016;"21_10_2019";"c"
16711;"22_10_2019";"b"
6817;"23_10_2019";"a"
13297;"24_10_2019";"b"
26798;"25_10_2019";"a"
20131;"26_10_2019";"c"
10677;"27_10_2019";"d"
2534;"28_10_2019";"b"
1864;"29_10_2019";"b"
11405;"30_10_2019";"c"
18529;"31_10_2019";"d"
7371;"01_11_2019";"d"
23918;"02_11_2019";"c"
12671;"03_11_2019";"c"
12786;"04_11_2019";"a"
18894;"05_11_2019";"d"
12886;"06_11_2019";"d"
8649;"07_11_2019";"a"
21012;"08_11_2019";"b"
11098;"09_11_2019";"c"
13166;"10_11_2019";"a"
22415;"11_11_2019";"c"
13958;"12_11_2019";"c"
18070;"13_11_2019";"d"
27953;"14_11_2019";"a"
3879;"15_11_2019";"d"
28418;"16_11_2019";"b"
4420;"17_11_2019";"b"
2359;"18_11_2019";"c"
14593;"19_11_2019";"c"
23823;"20_11_2019";"b"
1348;"21_11_2019";"d"
21542;"22_11_2019";"d"
6270;"23_11_2019";"b"
27637;"24_11_2019";"c"
2519;"25_11_2019";"b"
17282;"26_11_2019";"a"
6659;"27_11_2019";"c"
175;"28_11_2019";"a"
29195;"29_11_2019";"b"
21666;"30_11_2019";"c"
13426;"01_12_2019";"c"
19372;"02_12_2019";"b"
6101;"03_12_2019";"d"
19787;"04_12_2019";"d"
3227;"05_12_2019";"c"
9831;"06_12_2019";"b"
25577;"07_12_2019";"d"
12705;"08_12_2019";"d"
24502;"09_12_2019";"b"
5678;"10_12_2019";"c"
1867;"11_12_2019";"d"
18651;"12_12_2019";"a"
8777;"13_12_2019";"a"
25210;"14_12_2019";"b"
27666;"15_12_2019";"c"
5353;"16_12_2019";"a"
7055;"17_12_2019";"d"
13376;"18_12_2019";"a"
2222;"19_12_2019";"a"
25320;"20_12_2019";"c"
29167;"21_12_2019";"c"
27400;"22_12_2019";"a"
14834;"23_12_2019";"d"
17696;"24_12_2019";"a"
13711;"25_12_2019";"b"
12452;"26_12_2019";"a"
16895;"27_12_2019";"c"
22622;"28_12_2019";"b"
25945;"29_12_2019";"a"
16558;"30_12_2019";"b"
2795;"31_12_2019";"c"
25888;"01_01_2020";"a"
1300;"02_01_2020";"c"
13732;"03_01_2020";"d"
13582;"04_01_2020";"b"
4259;"05_01_2020";"c"
38;"06_01_2020";"d"
29615;"07_01_2020";"d"
27657;"08_01_2020";"b"
12400;"09_01_2020";"b"
18188;"10_01_2020";"b"
11987;"11_01_2020";"c"
7168;"12_01_2020";"b"
27314;"13_01_2020";"c"
3773;"14_01_2020";"c"
17435;"15_01_2020";"a"
26074;"16_01_2020";"c"
13203;"17_01_2020";"c"
28615;"18_01_2020";"c"
28394;"19_01_2020";"c"
650;"20_01_2020";"a"
24071;"21_01_2020";"a"
21466;"22_01_2020";"a"
14974;"23_01_2020";"d"
28825;"24_01_2020";"c"
15664;"25_01_2020";"b"
962;"26_01_2020";"c"
13727;"27_01_2020";"b"
24343;"28_01_2020";"d"
14380;"29_01_2020";"b"
513;"30_01_2020";"b"
1301;"31_01_2020";"d"
10450;"01_02_2020";"d"
240;"02_02_2020";"d"
13377;"03_02_2020";"d"
21914;"04_02_2020";"d"
3991;"05_02_2020";"a"
2845;"06_02_2020";"d"
14944;"07_02_2020";"b"
21453;"08_02_2020";"a"
4577;"09_02_2020";"d"
27154;"10_02_2020";"d"
9518;"11_02_2020";"b"
10193;"12_02_2020";"c"
17000;"13_02_2020";"a"
29323;"14_02_2020";"c"
26204;"15_02_2020";"b"
8818;"16_02_2020";"c"
28888;"17_02_2020";"c"
802;"18_02_2020";"b"
22938;"19_02_2020";"b"
7332;"20_02_2020";"a"
25268;"21_02_2020";"b"
11489;"22_02_2020";"b"
8465;"23_02_2020";"d"
12707;"24_02_2020";"d"
19100;"25_02_2020";"b"
24726;"26_02_2020";"b"
25346;"27_02_2020";"c"
18239;"28_02_2020";"c"
7883;"29_02_2020";"d"
14858;"01_03_2020";"b"
5212;"02_03_2020";"c"
20914;"03_03_2020";"d"
15826;"04_03_2020";"b"
1206;"05_03_2020";"b"
13169;"06_03_2020";"a"
29440;"07_03_2020";"c"
21241;"08_03_2020";"a"
9173;"09_03_2020";"d"
2606;"10_03_2020";"d"
10110;"11_03_2020";"c"
12136;"12_03_2020";"b"
10891;"13_03_2020";"a"
29954;"14_03_2020";"d"
4297;"15_03_2020";"c"
2784;"16_03_2020";"a"
16655;"17_03_2020";"a"
14927;"18_03_2020";"b"
13908;"19_03_2020";"a"
2808;"20_03_2020";"a"
10902;"21_03_2020";"d"
20423;"22_03_2020";"a"
7985;"23_03_2020";"d"
12463;"24_03_2020";"d"
1518;"25_03_2020";"c"
15909;"26_03_2020";"d"
27927;"27_03_2020";"b"
7206;"28_03_2020";"d"
16901;"29_03_2020";"c"
21598;"30_03_2020";"d"
17699;"31_03_2020";"b"
4751;"01_04_2020";"a"
9073;"02_04_2020";"a"
19872;"03_04_2020";"b"
2073;"04_04_2020";"c"
6156;"05_04_2020";"a"
2486;"06_04_2020";"b"
19129;"07_04_2020";"b"
13667;"08_04_2020";"a"
19699;"09_04_2020";"b"
12890;"10_04_2020";"c"
15714;"11_04_2020";"a"
816;"12_04_2020";"a"
5318;"13_04_2020";"a"
7249;"14_04_2020";"a"
25478;"15_04_2020";"d"
14279;"16_04_2020";"a"
6422;"17_04_2020";"a"
10528;"18_04_2020";"d"
5055;"19_04_2020";"a"
15652;"20_04_2020";"d"
13182;"21_04_2020";"a"
4703;"22_04_2020";"c"
7335;"23_04_2020";"a"
1587;"24_04_2020";"c"
6807;"25_04_2020";"b"
6897;"26_04_2020";"b"
26922;"27_04_2020";"d"
14699;"28_04_2020";"b"
29420;"29_04_2020";"b"
657;"30_04_2020";"a"
12232;"01_05_2020";"b"
23483;"02_05_2020";"b"
14301;"03_05_2020";"a"
17141;"04_05_2020";"a"
11660;"05_05_2020";"c"
10851;"06_05_2020";"d"
3768;"07_05_2020";"a"
24984;"08_05_2020";"b"
27979;"09_05_2020";"d"
15125;"10_05_2020";"b"
7837;"11_05_2020";"a"
26849;"12_05_2020";"b"
3542;"13_05_2020";"a"
4033;"14_05_2020";"d"
20518;"15_05_2020";"b"
5751;"16_05_2020";"a"
11822;"17_05_2020";"d"
11697;"18_05_2020";"c"
2284;"19_05_2020";"d"
6624;"20_05_2020";"a"
24010;"21_05_2020";"a"
11113;"22_05_2020";"b"
1175;"23_05_2020";"d"
28284;"24_05_2020";"c"
5600;"25_05_2020";"b"
12211;"26_05_2020";"c"
12535;"27_05_2020";"c"
73;"28_05_2020";"b"
18272;"29_05_2020";"c"
5967;"30_05_2020";"a"
5614;"31_05_2020";"a"
29469;"01_06_2020";"d"
24605;"02_06_2020";"a"
6690;"03_06_2020";"a"
16906;"04_06_2020";"c"
21022;"05_06_2020";"b"
18947;"06_06_2020";"c"
25457;"07_06_2020";"d"
12247;"08_06_2020";"c"
11186;"09_06_2020";"a"
25592;"10_06_2020";"a"
1368;"11_06_2020";"b"
15376;"12_06_2020";"b"
18644;"13_06_2020";"d"
22739;"14_06_2020";"d"
11724;"15_06_2020";"a"
18403;"16_06_2020";"b"
26950;"17_06_2020";"c"
6769;"18_06_2020";"a"
23202;"19_06_2020";"b"
18664;"20_06_2020";"b"
404;"21_06_2020";"a"
8088;"22_06_2020";"d"
197;"23_06_2020";"a"
13519;"24_06_2020";"a"
28115;"25_06_2020";"c"
7340;"26_06_2020";"c"
6893;"27_06_2020";"c"
10149;"28_06_2020";"c"
8490;"29_06_2020";"a"
10773;"30_06_2020";"b"
23537;"01_07_2020";"c"
19478;"02_07_2020";"b"
438;"03_07_2020";"d"
5561;"04_07_2020";"a"
29650;"05_07_2020";"c"
13681;"06_07_2020";"a"
94;"07_07_2020";"b"
12550;"08_07_2020";"b"
8977;"09_07_2020";"c"
12356;"10_07_2020";"a"
24160;"11_07_2020";"c"
8194;"12_07_2020";"a"
14756;"13_07_2020";"c"
6173;"14_07_2020";"c"
8431;"15_07_2020";"d"
18875;"16_07_2020";"d"
10179;"17_07_2020";"c"
5831;"18_07_2020";"b"
17020;"19_07_2020";"b"
7226;"20_07_2020";"b"
9351;"21_07_2020";"c"
9404;"22_07_2020";"a"
11726;"23_07_2020";"d"
11255;"24_07_2020";"d"
21593;"25_07_2020";"b"
14072;"26_07_2020";"c"
13721;"27_07_2020";"d"
27129;"28_07_2020";"d"
20813;"29_07_2020";"d"
12945;"30_07_2020";"b"
27535;"31_07_2020";"d"
19080;"01_08_2020";"d"
26109;"02_08_2020";"a"
20268;"03_08_2020";"d"
15972;"04_08_2020";"b"
11708;"05_08_2020";"b"
13259;"06_08_2020";"c"
12239;"07_08_2020";"a"
3369;"08_08_2020";"c"
13526;"09_08_2020";"d"
21740;"10_08_2020";"d"
12753;"11_08_2020";"d"
1644;"12_08_2020";"a"
21921;"13_08_2020";"c"
18937;"14_08_2020";"a"
10154;"15_08_2020";"c"
26972;"16_08_2020";"b"
21850;"17_08_2020";"d"
8035;"18_08_2020";"b"
19913;"19_08_2020";"b"
13972;"20_08_2020";"c"
10091;"21_08_2020";"d"
18812;"22_08_2020";"c"
15750;"23_08_2020";"a"
22005;"24_08_2020";"c"
11375;"25_08_2020";"b"
11615;"26_08_2020";"a"
8806;"27_08_2020";"a"
9954;"28_08_2020";"b"
8758;"29_08_2020";"d"
17254;"30_08_2020";"b"
2295;"31_08_2020";"a"
15478;"01_09_2020";"d"
4322;"02_09_2020";"c"
14806;"03_09_2020";"b"
26717;"04_09_2020";"b"
19542;"05_09_2020";"c"
18299;"06_09_2020";"b"
3844;"07_09_2020";"b"
16704;"08_09_2020";"b"
3805;"09_09_2020";"b"
17837;"10_09_2020";"c"
5703;"11_09_2020";"b"
17189;"12_09_2020";"c"
21080;"13_09_2020";"c"
6162;"14_09_2020";"b"
19889;"15_09_2020";"b"
27932;"16_09_2020";"b"
5950;"17_09_2020";"b"
15126;"18_09_2020";"d"
13021;"19_09_2020";"c"
3348;"20_09_2020";"a"
1647;"21_09_2020";"a"
15878;"22_09_2020";"b"
5984;"23_09_2020";"d"
29188;"24_09_2020";"d"
4537;"25_09_2020";"a"
24576;"26_09_2020";"b"
13172;"27_09_2020";"d"
8679;"28_09_2020";"c"
22355;"29_09_2020";"d"
8587;"30_09_2020";"c"
6046;"01_10_2020";"b"
2003;"02_10_2020";"b"
17188;"03_10_2020";"c"
16402;"04_10_2020";"b"
269;"05_10_2020";"c"
7608;"06_10_2020";"a"
8714;"07_10_2020";"a"
24331;"08_10_2020";"a"
10018;"09_10_2020";"a"
13387;"10_10_2020";"c"
8570;"11_10_2020";"c"
613;"12_10_2020";"c"
21405;"13_10_2020";"c"
18747;"14_10_2020";"c"
8825;"15_10_2020";"d"
1652;"16_10_2020";"a"
1682;"17_10_2020";"b"
10272;"18_10_2020";"c"
10595;"19_10_2020";"c"
19642;"20_10_2020";"a"
3897;"21_10_2020";"a"
18135;"22_10_2020";"b"
28481;"23_10_2020";"b"
8315;"24_10_2020";"c"
29825;"25_10_2020";"c"
14059;"26_10_2020";"b"
8919;"27_10_2020";"a"
14694;"28_10_2020";"a"
21242;"29_10_2020";"d"
24135;"30_10_2020";"c"
6843;"31_10_2020";"b"
11848;"01_11_2020";"c"
9868;"02_11_2020";"c"
14398;"03_11_2020";"d"
1718;"04_11_2020";"b"
26263;"05_11_2020";"c"
26091;"06_11_2020";"b"
22459;"07_11_2020";"b"
19181;"08_11_2020";"a"
9071;"09_11_2020";"a"
13299;"10_11_2020";"b"
9739;"11_11_2020";"a"
9142;"12_11_2020";"c"
19273;"13_11_2020";"a"
4990;"14_11_2020";"a"
6453;"15_11_2020";"c"
29266;"16_11_2020";"d"
4727;"17_11_2020";"a"
738;"18_11_2020";"d"
2508;"19_11_2020";"c"
3326;"20_11_2020";"a"
8966;"21_11_2020";"a"
4564;"22_11_2020";"b"
27348;"23_11_2020";"a"
2569;"24_11_2020";"b"
9855;"25_11_2020";"c"
24562;"26_11_2020";"c"
28509;"27_11_2020";"c"
5743;"28_11_2020";"c"
5083;"29_11_2020";"c"
13584;"30_11_2020";"b"
26335;"01_12_2020";"a"
29550;"02_12_2020";"c"
18052;"03_12_2020";"c"
1381;"04_12_2020";"a"
2902;"05_12_2020";"a"
8280;"06_12_2020";"a"
15216;"07_12_2020";"b"
18698;"08_12_2020";"b"
17589;"09_12_2020";"d"
25283;"10_12_2020";"a"
3011;"11_12_2020";"b"
23724;"12_12_2020";"c"
3881;"13_12_2020";"a"
4308;"14_12_2020";"a"
24533;"15_12_2020";"b"
2041;"16_12_2020";"c"
23291;"17_12_2020";"c"
16201;"18_12_2020";"b"
8361;"19_12_2020";"b"
5624;"20_12_2020";"d"
10395;"21_12_2020";"a"
14363;"22_12_2020";"d"
5577;"23_12_2020";"a"
63;"24_12_2020";"b"
21444;"25_12_2020";"a"
25063;"26_12_2020";"d"
3467;"27_12_2020";"b"
24125;"28_12_2020";"c"
24567;"29_12_2020";"b"
29926;"30_12_2020";"b"
5829;"31_12_2020";"a"
2223;"01_01_2021";"b"
7922;"02_01_2021";"b"
1550;"03_01_2021";"c"
8735;"04_01_2021";"d"
27103;"05_01_2021";"b"
17757;"06_01_2021";"c"
21655;"07_01_2021";"b"
5317;"08_01_2021";"d"
1325;"09_01_2021";"a"
11481;"10_01_2021";"b"
5634;"11_01_2021";"c"
23670;"12_01_2021";"c"
16582;"13_01_2021";"a"
16875;"14_01_2021";"d"
18906;"15_01_2021";"c"
4301;"16_01_2021";"a"
12734;"17_01_2021";"c"
11670;"18_01_2021";"c"
1241;"19_01_2021";"d"
682;"20_01_2021";"a"
10993;"21_01_2021";"a"
20340;"22_01_2021";"a"
17649;"23_01_2021";"d"
25332;"24_01_2021";"d"
17668;"25_01_2021";"b"
19873;"26_01_2021";"c"
2159;"27_01_2021";"d"
24716;"28_01_2021";"c"
27674;"29_01_2021";"d"
6880;"30_01_2021";"a"
5797;"31_01_2021";"b"
16306;"01_02_2021";"d"
10584;"02_02_2021";"d"
29332;"03_02_2021";"c"
9366;"04_02_2021";"d"
6338;"05_02_2021";"d"
4428;"06_02_2021";"b"
21097;"07_02_2021";"c"
21125;"08_02_2021";"d"
2589;"09_02_2021";"d"
25594;"10_02_2021";"b"
24779;"11_02_2021";"c"
16304;"12_02_2021";"c"
3141;"13_02_2021";"c"
24261;"14_02_2021";"a"
9848;"15_02_2021";"c"
8090;"16_02_2021";"b"
8786;"17_02_2021";"b"
11103;"18_02_2021";"a"
16263;"19_02_2021";"b"
27030;"20_02_2021";"d"
14984;"21_02_2021";"d"
13032;"22_02_2021";"d"
5783;"23_02_2021";"c"
21791;"24_02_2021";"c"
17092;"25_02_2021";"b"
19665;"26_02_2021";"b"
24842;"27_02_2021";"c"
7992;"28_02_2021";"c"
23891;"01_03_2021";"b"
17395;"02_03_2021";"d"
12162;"03_03_2021";"d"
26925;"04_03_2021";"b"
28799;"05_03_2021";"a"
24948;"06_03_2021";"c"
5973;"07_03_2021";"b"
448;"08_03_2021";"a"
10257;"09_03_2021";"c"
13603;"10_03_2021";"b"
2195;"11_03_2021";"b"
2272;"12_03_2021";"a"
6431;"13_03_2021";"c"
5535;"14_03_2021";"c"
27462;"15_03_2021";"d"
13505;"16_03_2021";"d"
27525;"17_03_2021";"a"
20102;"18_03_2021";"d"
17581;"19_03_2021";"a"
10706;"20_03_2021";"c"
29590;"21_03_2021";"a"
20408;"22_03_2021";"b"
1172;"23_03_2021";"d"
5845;"24_03_2021";"a"
18280;"25_03_2021";"d"
3156;"26_03_2021";"b"
24296;"27_03_2021";"b"
14469;"28_03_2021";"a"
25874;"29_03_2021";"b"
8250;"30_03_2021";"c"
4628;"31_03_2021";"d"
7430;"01_04_2021";"a"
961;"02_04_2021";"b"
8501;"03_04_2021";"a"
7739;"04_04_2021";"c"
14566;"05_04_2021";"b"
23665;"06_04_2021";"a"
26413;"07_04_2021";"b"
28725;"08_04_2021";"b"
575;"09_04_2021";"b"
23565;"10_04_2021";"c"
16986;"11_04_2021";"b"
10228;"12_04_2021";"d"
